Psgc	Region	Province	Town	Barangay
175301017	REGION IV-B (MIMAROPA)	PALAWAN	ABORLAN	TAGPAIT
175301018	REGION IV-B (MIMAROPA)	PALAWAN	ABORLAN	TIGMAN
175301019	REGION IV-B (MIMAROPA)	PALAWAN	ABORLAN	POBLACION
175301020	REGION IV-B (MIMAROPA)	PALAWAN	ABORLAN	CULANDANUM
175302002	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	ALGECIRAS
175302003	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	CONCEPCION
175302004	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	DIIT
175302005	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	MARACANAO
175302006	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	MATARAWIS
175302007	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	ABAGAT (POB.)
175302008	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	BANGCAL (POB.)
175302009	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	CAMBIAN (POB.)
175302010	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	VILLAFRIA
175302011	REGION IV-B (MIMAROPA)	PALAWAN	AGUTAYA	VILLASOL
175303001	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	BALOGO
175303004	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	DAGMAN
175303005	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	DALAYAWON
175303006	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	LUMACAD
175303007	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	MADOLDOLON
175303008	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	MAURINGUEN
175303009	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	OSMENA
175303010	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	SAN JOSE DE ORO
175303011	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	SANTO NINO
175303012	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	TALOTO
175303013	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	TININTINAN
175303014	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	TUDELA (CALANDAGAN)
175303015	REGION IV-B (MIMAROPA)	PALAWAN	ARACELI	POBLACION (CENTRO)
175304001	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	AGUTAYAN
175304002	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	BUGSUK (NEW CAGAYANCILLO)
175304003	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	BANCALAAN
175304005	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	INDALAWAN
175304006	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	CATAGUPAN
175304007	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	MALAKING ILOG
175304008	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	MANGSEE
175304009	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	MELVILLE
175304011	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	PANDANAN
175304012	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	PASIG
175304019	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	RABOR
175304020	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	RAMOS
175304021	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	SALANG
175304022	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	SEBARING
175304024	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	POBLACION I
175304025	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	POBLACION II
175304026	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	POBLACION III
175304027	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	POBLACION IV
175304028	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	POBLACION V
175304029	REGION IV-B (MIMAROPA)	PALAWAN	BALABAC	POBLACION VI
175305001	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	BONO-BONO
175305002	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	BULALACAO
175305003	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	BULILUYAN
175305004	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	CULANDANUM
175305005	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	IGANG-IGANG
175305006	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	INOGBONG
175305007	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	IWAHIG
175305008	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	MALIHUD
175305009	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	MALITUB
175305010	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	MARANGAS (POB.)
175305011	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	OCAYAN
175305012	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	PURING
175305013	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	RIO TUBA
175305014	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	SANDOVAL
175305015	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	SAPA
175305016	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	SARONG
175305017	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	SUMBILING
175305018	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	TABUD
175305019	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	TAGNATO
175305020	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	TAGOLANGO
175305021	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	TARATAK
175305022	REGION IV-B (MIMAROPA)	PALAWAN	BATARAZA	TARUSAN
175306001	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	AMAS
175306002	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	ARIBUNGOS
175306003	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	BARONG-BARONG
175306004	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	CALASAGUEN
175306005	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	IMULNOD
175306006	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	IPILAN
175306010	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	MAASIN
175306011	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	MAINIT
175306012	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	MALIS
175306013	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	MAMBALOT
175306014	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	ORING-ORING
175306015	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	PANGOBILIAN
175306017	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	POBLACION I
175306018	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	POBLACION II
175306023	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	SALOGON
175306024	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	SAMARENANA
175306025	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	SARAZA
175306026	REGION IV-B (MIMAROPA)	PALAWAN	BROOKE'S POINT	TUBTUB
175307001	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	BOGTONG
175307002	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	BULUANG
175307004	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	CHEEY
175307005	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	CONCEPCION
175307006	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	MAGLALAMBAY
175307007	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	NEW BUSUANGA (POB.)
175307008	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	OLD BUSUANGA
175307009	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	PANLAITAN
175307011	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	SAGRADA
175307012	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	SALVACION
175307013	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	SAN ISIDRO
175307014	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	SAN RAFAEL
175307015	REGION IV-B (MIMAROPA)	PALAWAN	BUSUANGA	SANTO NINO
175308001	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	BANTAYAN (POB.)
175308002	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	CALSADA (POB.)
175308003	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	CONVENTO (POB.)
175308004	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	LIPOT NORTH (POB.)
175308005	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	LIPOT SOUTH (POB.)
175308006	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	MAGSAYSAY
175308007	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	MAMPIO
175308008	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	NUSA
175308009	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	SANTA CRUZ
175308010	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	TACAS (POB.)
175308011	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	TALAGA
175308012	REGION IV-B (MIMAROPA)	PALAWAN	CAGAYANCILLO	WAHIG (POB.)
175309001	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BANUANG DAAN
175309002	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BINTUAN
175309003	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BORAC
175309004	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BUENAVISTA
175309005	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BULALACAO
175309006	REGION IV-B (MIMAROPA)	PALAWAN	CORON	CABUGAO
175309008	REGION IV-B (MIMAROPA)	PALAWAN	CORON	DECABOBO
175309009	REGION IV-B (MIMAROPA)	PALAWAN	CORON	DECALACHAO
175309010	REGION IV-B (MIMAROPA)	PALAWAN	CORON	GUADALUPE
175309011	REGION IV-B (MIMAROPA)	PALAWAN	CORON	LAJALA
175309012	REGION IV-B (MIMAROPA)	PALAWAN	CORON	MALAWIG
175309013	REGION IV-B (MIMAROPA)	PALAWAN	CORON	MARCILLA
175309016	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BARANGAY I (POB.)
175309017	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BARANGAY II (POB.)
175309018	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BARANGAY III (POB.)
175309019	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BARANGAY IV (POB.)
175309020	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BARANGAY V (POB.)
175309022	REGION IV-B (MIMAROPA)	PALAWAN	CORON	SAN JOSE
175309023	REGION IV-B (MIMAROPA)	PALAWAN	CORON	SAN NICOLAS
175309024	REGION IV-B (MIMAROPA)	PALAWAN	CORON	TAGUMPAY
175309025	REGION IV-B (MIMAROPA)	PALAWAN	CORON	TARA
175309026	REGION IV-B (MIMAROPA)	PALAWAN	CORON	TURDA
175309032	REGION IV-B (MIMAROPA)	PALAWAN	CORON	BARANGAY VI (POB.)
175310001	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	BALADING
175310002	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	BANGCAL (POB.)
175310003	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	CABIGSING (POB.)
175310004	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	CABURIAN
175310005	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	CAPONAYAN
175310006	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	CATADMAN (POB.)
175310007	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	FUNDA
175310008	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	LAGAORIAO (POB.)
175310009	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	LUBID
175310010	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	MANAMOC
175310011	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	MARINGIAN
175310012	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	LUNGSOD (POB.)
175310014	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	PAWA
175310015	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	SAN CARLOS
175310016	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	SUBA
175310017	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	TENGA-TENGA (POB.)
175310018	REGION IV-B (MIMAROPA)	PALAWAN	CUYO	TOCADAN (POB.)
175311001	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	BACAO
175311002	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	BOHOL
175311003	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	CALASAG
175311004	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	CAPAYAS
175311005	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	CATEP
175311006	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	CULASIAN
175311007	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	DANLEG
175311008	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	DUMARAN (POB.)
175311009	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	ITANGIL
175311010	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	ILIAN
175311011	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	MAGSAYSAY
175311012	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	SAN JUAN
175311013	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	SANTA TERESITA
175311014	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	SANTO TOMAS
175311015	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	TANATANAON
175311016	REGION IV-B (MIMAROPA)	PALAWAN	DUMARAN	SANTA MARIA
175312001	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	BAGONG BAYAN
175312002	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	BUENA SUERTE POB. (BARANGAY 2)
175312003	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	BAROTUAN
175312004	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	BEBELADAN
175312005	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	CORONG-CORONG POB. (BARANGAY 4)
175312006	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	MABINI
175312007	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	MANLAG
175312008	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	MASAGANA POB. (BARANGAY 3)
175312009	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	NEW IBAJAY
175312010	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	PASADENA
175312011	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	MALIGAYA POB. (BARANGAY 1)
175312012	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	SAN FERNANDO
175312013	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	SIBALTAN
175312014	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	TENEGUIBAN
175312015	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	VILLA LIBERTAD
175312016	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	VILLA PAZ
175312017	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	BUCANA
175312018	REGION IV-B (MIMAROPA)	PALAWAN	EL NIDO (BACUIT)	ABERAWAN
175313001	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	BARANGONAN (ILOC)
175313002	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	CABUNLAWAN
175313003	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	CALIBANGBANGAN
175313004	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	DECABAITOT
175313006	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	MAROYOGROYOG
175313007	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	NANGALAO
175313008	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	NEW CULAYLAYAN
175313009	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	PICAL
175313010	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	SAN MIGUEL (POB.)
175313011	REGION IV-B (MIMAROPA)	PALAWAN	LINAPACAN	SAN NICOLAS
175314001	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	ALCOBA
175314002	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	BALAGUEN
175314003	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	CANIPO
175314004	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	COCORO
175314005	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	DANAWAN (POB.)
175314006	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	EMILOD
175314007	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	IGABAS
175314008	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	LACAREN
175314009	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	LOS ANGELES
175314010	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	LUCBUAN
175314011	REGION IV-B (MIMAROPA)	PALAWAN	MAGSAYSAY	RIZAL
175315001	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	ANTIPULUAN
175315002	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	ARAMAYWAN
175315003	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	BATANG-BATANG
175315004	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	BATO-BATO
175315005	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	BURIRAO
175315006	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	CAGUISAN
175315007	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	CALATEGAS
175315008	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	DUMAGUENA
175315009	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	ELVITA
175315010	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	ESTRELLA VILLAGE
175315011	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	IPILAN
175315012	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	MALATGAO
175315013	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	MALINAO
175315014	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	NARRA (POB.)
175315015	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	PANACAN
175315016	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	PRINCESS URDUJA
175315017	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	SANDOVAL
175315018	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	TACRAS
175315019	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	TARITIEN
175315020	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	TERESA
175315021	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	TINAGONG DAGAT
175315022	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	BAGONG SIKAT
175315023	REGION IV-B (MIMAROPA)	PALAWAN	NARRA	PANACAN 2
175316001	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BABUYAN
175316002	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BACUNGAN
175316003	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BAGONG BAYAN
175316004	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BAGONG PAG-ASA (POB.)
175316005	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BAGONG SIKAT (POB.)
175316008	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BAHILE
175316009	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BANCAO-BANCAO
175316010	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BINDUYAN
175316011	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BUENAVISTA
175316012	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	CABAYUGAN
175316013	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	CONCEPCION
175316014	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	INAGAWAN
175316015	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	IRAWAN
175316016	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	IWAHIG (POB.)
175316018	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	KAMUNING
175316019	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	LANGOGAN
175316020	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	LIWANAG (POB.)
175316021	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	LUCBUAN
175316023	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MACARASCAS
175316026	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MANALO
175316027	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MANGGAHAN (POB.)
175316028	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MANINGNING (POB.)
175316029	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MAOYON
175316030	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MARUFINAS
175316031	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MARUYOGON
175316035	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MATAHIMIK (POB.)
175316036	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MATIYAGA (POB.)
175316038	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MILAGROSA (POB.)
175316039	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MODEL (POB.)
175316040	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MONTIBLE (POB.)
175316041	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	NAPSAN
175316042	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	NEW PANGGANGAN
175316043	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	PAGKAKAISA (POB.)
175316045	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SALVACION
175316046	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SAN JOSE
175316047	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SAN MIGUEL
175316048	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SAN PEDRO
175316049	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SAN RAFAEL
175316050	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SANTA CRUZ
175316051	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SANTA LOURDES
175316052	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SANTA LUCIA (POB.)
175316053	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SANTA MONICA
175316055	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SICSICAN
175316056	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SIMPOCAN
175316057	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	TAGABINIT
175316058	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	TAGBUROS
175316060	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	TANABAG
175316062	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	BARANGAY NG MGA MANGINGISDA
175316063	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	INAGAWAN SUB-COLONY
175316064	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	LUZVIMINDA
175316065	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	MANDARAGAT
175316066	REGION IV-B (MIMAROPA)	PALAWAN	PUERTO PRINCESA CITY	SAN MANUEL
175317001	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	ALFONSO XIII (POB.)
175317002	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	ARAMAYWAN
175317003	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	BERONG
175317005	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	CALUMPANG
175317011	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	ISUGOD
175317012	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	QUINLOGAN
175317014	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	MAASIN
175317016	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	PANITIAN
175317017	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	PINAGLABANAN
175317020	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	SOWANGAN
175317021	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	TABON
175317023	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	CALATAGBAK
175317024	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	MALATGAO
175317025	REGION IV-B (MIMAROPA)	PALAWAN	QUEZON	TAGUSAO
175318001	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	ABAROAN
175318002	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	ANTONINO
175318003	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	BAGONG BAYAN
175318004	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	CARAMAY
175318005	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	DUMARAO
175318006	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	IRAAN
175318008	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	JOLO
175318009	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	MAGARA (ARASAN)
175318010	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	MALCAMPO
175318011	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	MENDOZA
175318012	REGION IV-B (MIMAROPA)	PALAWAN	ROXAS	NARRA (MINARA)
